decade,year,number,author,title,generic subtitle,source,exclusion,words,mode,temporality I,temporality II,characters (RW),truth(RW),truth place,person,1st person type,inset,1st-person insets?,titled insets?,# 1P insets,pages 1P insets,# 3P insets,pages 3P insets,pages total,segmentation,numb. Segs.,(1) authorial,(2) sententious,(3) character description,(4) location/period description,(5) Action,(5s) speech type,order 1,
1750s,1757,12,Riccoboni,Lettres de mistriss Fanni Butlerd,0,Googlebooks,0,33,rw,con,,nobodies,fact,"title, pref",E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1757,13,Sarrasin,La guerre de parasites de Sarazin par M. M***,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,14a,Thibouville,Le Danger des passions : Antiochus,0,Googlebooks,0,35,rw,his,classical,somebodies,,,3,,i2,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1750s,1757,14b,Thibouville,Le Danger des passions : Séleucus,0,Googlebooks,0,14,rw,his,classical,somebodies,,,3,,0,,,,,,,,0,,N,N,N,N,action,,5,
1750s,1757,15,Thibouville,L'école de l'amitié,0,Googlebooks,0,58,rw,con,,nobodies,ind,,3,,i2,n,,,,,,,0,,N,N,Y,N,action,,"3,5",
1750s,1757,16,Vattel,Poliergie ou melange de littérature,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1757,17,Villeneuve,Mémoires de mesdemoiselles de Marsange,0,Googlebooks,0,89,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,parties,4,N,Y,Y,N,action,,"2,3,5",
1750s,1758,1,An,"Conte phrygien, âne de Sylène",0,Googlebooks,0,11,mar,,,,,,1,obs,0,,,,,,,,0,,,,,,,,,
1750s,1758,2,An,Delphinie,0,Googlebooks,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,3,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,4,An,Histoire de Julie,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,5,Abbes de Caberolles,Voyage dans les espaces,0,Gallica,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,6,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,7,Bastide,Les aventures de Victoire Ponty,0,Googlebooks,0,26,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1750s,1758,8,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,9,Carné,L'univers perdu et reconquis par l'amour,0,Googlebooks,0,16,rw,uns,,nobodies,transposed,pref,1,narr,0,,,,,,,,chants,8,,,,,,,,
1750s,1758,10,,,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,11,,,0,,miscellany,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,12,Falques,La dernière guerre des bêtes,fable pour servir à l'histoire du XVIIIe siècle,Googlebooks,0,22,mar,,,,,,3,,0,,,,,,,,0,,,,,,,,,
1750s,1758,13,Jacquin,Lettres parisiennes sur le désir d'être heureux,0,Googlebooks,0,61,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1758,14,,,0,BNF Arsenal,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,15,Lamberg,Mes fragments,0,Googlebooks,length,[9],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,16,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,17,Riccoboni,Histoire de Monsieur le Marquis de Cressy,0,Googlebooks,0,24,rw,his,modern,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1750s,1758,18,Rousseau,La reine Fantasque,conte,Gallica,length,[6],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,19,Sandras de Courtilz,Mémoires de Monsieur de Bordeaux,0,Googlebooks,posthumous,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1758,20,Tallemand,Mémoires de Schach-Tamas II,0,Googlebooks,0,192,rw,con,,somebodies,,,1,mem,0,,,,,,,,livres,12,,,,,,,,
1750s,1758,21,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,1,An,La Champenoise ou mémoires de Madame la marquise de *** écrits par elle-même,0,Googlebooks,0,31,rw,con,,nobodies,fact,title,1,mem,i4,y,,,,,,,0,,,,,,,,,
1750s,1759,2,An,Histoire égyptienne,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,3,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,4,An,Memoires d'un militaire,0,Googlebooks,0,34,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1759,5,,,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,6,,,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,7,Barthez,Callophile,histoire traduite,Googlebooks,0,17,mar,,,,paro,,1,obs,0,,,,,,,,chaps d,17,,,,,,,,
1750s,1759,8,Benoist,"Mes principes, ou la vertu raisonnée",0,Gallica,0,23,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,0,,,,,,,,,
1750s,1759,9,Bricaire de la Dixmerie,Isle taciturne et l'isle enjouée,0,Googlebooks,0,20,mar,,,,,,3,,0,,,,,,,,chaps,14,,,,,,,,
1750s,1759,10,Bricaire de la Dixmerie,Le livre d'airain,histoire indienne,Googlebooks,0,17,mar,,,,,,3,,0,,,,,,,,chaps,19,,,,,,,,
1750s,1759,11,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,12,Falques,Histoire de Madame la marquise de Pompadour,0,Googlebooks,0,38,rw,con,,somebodies,,,3,,0,,,,,,,,0,,Y,N,Y,N,action,,"1,3,5",
1750s,1759,13,Graillard de Graville,Le mage de Chica,0,NCCO,0,15,mar,,,,,,3,,0,,,,,,,,chaps t,39,,,,,,,,
1750s,1759,14,,,0,,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,15,,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,16,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,17,,,0,BNF Arsenal,miscellany,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,18,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,19,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,20,,,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,21,Ranconnet,,,,lost,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,22,Riccoboni,Lettres de milady Juliette Catesby,0,Googlebooks,0,33,rw,con,,nobodies,ind,,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1750s,1759,23,Saint-Four,L'espion ou l'histoire du faux baron de Maubert,0,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10064967-1,0,15,rw,con,,somebodies,,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1750s,1759,24,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,25,Voltaire,Candide ou l'optimisme,0,Googlebooks,0,33,mar,,,,paro,,3,,0,,,,,,,,chaps d,30,,,,,,,,
1750s,1759,26,Voltaire,"Relation de la maladie, de la confession, de la mort et de l'apparition du jésuite Bertier",0,Googlebooks,length,[4],,,,,,,,,,,,,,,,,,,,,,,,,,
1750s,1759,27,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,1,An,Agénor et Zulmé,0,NCCO,0,21,rw,uns,,nobodies,ind,,3,,i1,y,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1760s,1768,2,An,Azoïla,histoire que n'est point morale,Googlebooks,0,32,rw,con,,nobodies,fact,pref,1,travel,i4,y,,,,,,,chaps,17,,,,,,,,
1760s,1768,3,An,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,4,,,0,BNF Tolbiac,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,5,An,Dominique et Séraphine,histoire corse,NCCO,0,11,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,Y,action,,"3,5",
1760s,1768,5 bis,An,Doraste et Celonte ou l'inconstance peut-être louable,0,Googlebooks,0,12,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,N,N,action,,5,
1760s,1768,6,An,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,7,An,Lettres de milord Rodex,0,Googlebooks,0,67,rw,con,,nobodies,fict,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1768,8,An,Le nouveau père de famille,0,ECCO,0,51,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps,26,N,N,Y,N,action,,"3,5",
1760s,1768,9,An,Sensible et constant ou le véritable amour,conte moral,NCCO,0,26,mar,,,,,,3,,i2,y,,,,,,,0,,,,,,,,,
1760s,1768,10,An,Le suédois exilé ou lettres curieuses,0,Googlebooks,0,22,rw,con,,nobodies,fact,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1768,11,An,Voyages et aventures du chevalier ***,0,BNF Tolbiac,0,169,rw,con,,nobodies,fact,pref,1,travel,i4,y,,,,,,,parties,4,,,,,,,,
1760s,1768,12,Arnaud,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,13,Benoist,Agathe et Isadore,0,Googlebooks,0,78,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps d,38,N,N,Y,N,action,,"3,5",
1760s,1768,14,Billardon de Sauvigny,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,15,Bodin de Boismortier,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,16,Borde,Le [voyageur] catéchumène,0,Googlebooks,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,17,Brument,Henriette de Wolmar ou la mere jalouse,histoire véritable,Googlebooks,0,19,rw,con,,nobodies,fact,"pref, sub",3,,i4,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1760s,1768,18,Brussel,La promenade utile,0,Gallica,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,19,Charpentier,"L'orphelin normand, ou les petite causes et les grans effets",0,Googlebooks,0,99,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,chaps o,30,N,Y,Y,N,action,,"2,3,5",
1760s,1768,20,Charpentier,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,21,Chiari,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,22,Contant d'Orville,Métamorphoses de l'amour,0,BNF Arsenal,0,28,mar,,,,,,3,,0,,,,,,,,chaps t,21,,,,,,,,
1760s,1768,23,Coyer,Chinki,histoire cochinchinoise,Googlebooks,0,17,mar,,,,,,3,,0,,,,,,,,chaps d,23,,,,,,,,
1760s,1768,24,Crébillon,Lettres de la duchesse de ***,0,Googlebooks,0,96,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1768,25,Dubois-Fontanelle,Les effets des passions,0,BNF Arsenal,0,97,rw,con,,nobodies,fact,post,1,mem,0,,,,,,,,livres,6,,,,,,,,
1760s,1768,26,Fielding,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,27,Fontenelle?,La république des philosophes,0,Googlebooks,posthumous,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,28,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,29,Gain de Montagnac,Mémoires du chevalier de Kilpar,0,NCCO,0,84,rw,con,,nobodies,fact based,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1760s,1768,30,Galtier,Confessions de Mademoiselle de Mainville,0,Googlebooks,0,175,rw,con,,nobodies,ind,,1,mem,ix,y,,,,,,,parties,6,,,,,,,,
1760s,1768,31,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,32,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,33,Laboureys,Les métamorphoses de la religieuse,0,BNF Tolbiac,0,46,rw,con,,nobodies,ind,,E,Emem,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1768,34,La Guesnerie,Iphis et Aglaé,0,NCCO,0,79,rw,con,,nobodies,fict,mis,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1768,35,La Place,Les désordres de l'amour ou,mémoires secrets,Gallica,0,48,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,parties,2,,,,,,,,
1760s,1768,36,La Salle d'Offémont,Histoire de Sophie de Francourt,0,Googlebooks,0,56,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,chaps d,25,N,Y,Y,N,action,,"2,3,5",
1760s,1768,37,Laus de Boissy,L'infortuné ou mémoires de Monsieur de ***,0,NCCO,0,20,rw,con,,nobodies,fact,post,1,mem,0,,,,,,,,0,,,,,,,,,
1760s,1768,38,Lebret,La nouvelle lune ou histoire de Poequilon,0,Googlebooks,0,19,mar,,,,,,3,,0,,,,,,,,chaps t,70,,,,,,,,
1760s,1768,39,,,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,40,Maucomble,Histoire de Madame d'Erneville,0,NCCO,0,41,rw,con,,nobodies,fact,"pref, title",1,mem,0,,,,,,,,parties,2,,,,,,,,
1760s,1768,41,Maucomble,Nitophar,anecdote babilonienne ,Hathitrust,0,16,mar,,,,paro,,3,,0,,,,,,,,chaps d,28,,,,,,,,
1760s,1768,42,,,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,43,Mercier,Zambeddin,histoire orientale,Googlebooks,0,22,mar,,,,,,3,,0,,,,,,,,0,,,,,,,,,
1760s,1768,44,Milly,Histoire du coeur,0,BNF Arsenal,0,13,rw,con,,nobodies,fict,mis,1,obs,i2,y,,,,,,,parties,2,,,,,,,,
1760s,1768,45,,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,46,Puisieux,Histoire de mademoiselle de Terville,0,NCCO,0,191,rw,con,,nobodies,fact,pref,3,,ix,y,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1760s,1768,47,Puisieux,Mémoires d'un homme de bien,0,NCCO,0,76,rw,con,,nobodies,fact based,pref,1,mem,ix,y,,,,,,,parties,3,,,,,,,,
1760s,1768,48,Puységur,Histoire de Madame de Bellerive,0,Archive.org,0,33,rw,con,,nobodies,ind,,1,frame,i3,y,,,,,,,0,,,,,,,,,
1760s,1768,49,,,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,50,Rétif de la Bretonne,Lucile ou les progrès de la vertu,0,Googlebooks,0,22,rw,con,,nobodies,fact,pref,3,,ix,y,,,,,,,chaps o,24,N,N,Y,N,action,,"3,5",
1760s,1768,51,Robert,Les Ondins,conte moral,Googlebooks,0,34,mar,,,,,,3,,ix,n,,,,,,,chaps d,12,,,,,,,,
1760s,1768,52,Sacy,Les jeux de la fortune,0,Googlebooks,0,34,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1760s,1768,53,,,0,,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,54,Villeneuve,Le temps et la patience,conte moral,Googlebooks,0,82,rw,uns,,nobodies,fict,sub,3,,ix,y,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1760s,1768,55,,,0,,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,56,Voltaire,La princesse de Babilone,0,ECCO,0,26,mar,,,,,,3,,0,,,,,,,,0,,,,,,,,,
1760s,1768,57,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1768,58,,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,1,Anon,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,2,Anon,Apolline et Dancourt,histoire véritable,Googlebooks,0,50,rw,con,,nobodies,fact,"sub, pref",3,,ix,y,,,,,,,0,,N,N,Y,N,action,,"3,5",
1760s,1769,3,Anon,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,4,Anon,,0,,duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,5,Anon,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,6,Anon,L'homme aux 36 fortunes,0,BNF Arsenal,0,21,rw,con,,nobodies,fict,pref,1,mem,ix,y,,,,,,,0,,,,,,,,,
1760s,1769,7,Anon,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,8,Anon,Les malheurs utiles,anecdote historique et morale,Googlebooks,0,13,rw,con,,nobodies,fact,sub,3,,ix,y,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1760s,1769,9,Anon,Mémoires de Monsieur d'Ablincourt,0,BNF Arsenal,0,29,rw,con,,nobodies,ind,,3,,i2,y,,,,,,,0,,N,N,Y,Y,action,,"4,3,5",
1760s,1769,10,Anon,Le philosophe allemand,0,BNF Arsenal,0,24,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,18,N,N,Y,N,action,,"3,5",
1760s,1769,11,Anon,"La Vie de la Bourbonnaise, écrite par elle-même à sa mère",0,BNF Arsenal,0,14,rw,con,,nobodies,fact,title,1,mem,0,,,,,,,,chaps d,17,,,,,,,,
1760s,1769,12,Arnaud,Anne Bell,histoire anglaise,Googlebooks,0,12,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1760s,1769,13,Arnaud,Sélicourt,nouvelle,Googlebooks,0,15,rw,con,,nobodies,ind,,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1760s,1769,14,Barbé-Marbois,La Parisienne en province,ouvrage national,Googlebooks,0,25,rw,con,,nobodies,fict,pref,3,,0,,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1760s,1769,15,Barthe,La jolie femme ou la femme du jour,0,Googlebooks,0,65,rw,con,,nobodies,ind,,3,,0,,,,,,,,chaps t,47,N,N,Y,N,action,,"3,5",
1760s,1769,16,Beccary,Lettres de Milady Bedfort,0,BNF Tolbiac,0,38,rw,con,,nobodies,fact,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,17,Benoist,Sophronie,0,Googlebooks,length,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,18,Bricaire,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,19,Brunet de Baines,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,20,Calvel,Belise ou les deux cousines,0,http://rua.ua.es/dspace/handle/10045/67177,0,30,rw,con,,nobodies,ind,,3,,ix,y,,,,,,,parties,2,N,N,Y,N,action,,"3,5",
1760s,1769,21,Caraccioli,,0,,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,22a,Castilhon,Histoire de Robert le Diable,0,Googlebooks,0,35,mar,,,,,,3,,0,,,,,,,,chaps d,11,,,,,,,,
1760s,1769,22b,Castilhon,Histoire de Richard sans peur,0,Googlebooks,0,28,mar,,,,,,3,,0,,,,,,,,chaps d,8,,,,,,,,
1760s,1769,23,Castilhon,"Zingha, reine d'Angola",0,Googlebooks,0,45,rw,his,modern,somebodies,,,3,,0,,,,,,,,parties,2,N,N,Y,Y,action,,"4,3,5",
1760s,1769,24,Champigny,Mémoires de Miss Fanny Palmer,"histoire galante, politique & morale",ECCO,0,132,rw,con,,nobodies,fict,"mis, pref",1,mem,i4,y,,,,,,,parties,3,,,,,,,,
1760s,1769,25,Charpentier,L'élu et son président…,0,BNF Arsenal,0,60,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps t,66,N,Y,Y,N,action,,"2,3,5",
1760s,1769,26,Compan,Le Mariage,0,BNF Tolbiac,0,56,rw,con,,nobodies,fact,post,3,,0,,,,,,,,chaps,27,N,N,Y,N,action,,"3,5",
1760s,1769,27,Compan,"La Nature vengée, ou la réconciliation imprévue",0,BNF Arsenal,0,22,rw,con,,nobodies,fact,pref,3,,i4,y,,,,,,,chaps d,10,Y,Y,Y,N,action,,"2,1,3,5",
1760s,1769,28,Contant d'Orville,Romans moraux: les 2 sultanes,anecdote turque,BNF Arsenal,0,16,rw,his,modern,nobodies,fict,title,3,,i2,y,,,,,,,0,,N,N,N,Y,action,,"4,5",
1760s,1769,28b,Contant d'Orville,Romans moraux: ema et lemostoff,anecdote russienne,BNF Arsenal,0,12,rw,his,modern,nobodies,fict,title,3,,i2,y,,,,,,,0,,N,N,N,Y,action,,"4,5",
1760s,1769,29,Dacier,Mémoires pour servir à l'histoire de l'infortunée Julie,0,BNF Arsenal,0,18,rw,con,,nobodies,fict,pref,1,mem,i4,y,,,,,,,parties,2,,,,,,,,
1760s,1769,30,Damiens de Gomicourt,Dorval ou memoires…,0,Googlebooks,0,71,rw,con,,nobodies,ind,,3,,i4,y,,,,,,,parties,2,N,N,N,N,scene,,5,
1760s,1769,31,Delacroix,Memoires de Victoire,0,Googlebooks,0,24,rw,con,,nobodies,fact,pref,1,mem,0,,,,,,,,chaps t,9,,,,,,,,
1760s,1769,32,Dières,Les trois âges de l'amour,0,,non-plotted,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,33,Ducoudray,Les pressentiments justifiés,anecdote historique,BNF Arsenal,0,24,rw,con,,nobodies,fact,sub,1,mem,0,,,,,,,,0,,,,,,,,,
1760s,1769,34,Estève,La bergère,fragment d'une pastorale,BNF Tolbiac,0,15,rw,uns,,nobodies,transposed,pref,1,mem,ix,y,,,,,,,0,,,,,,,,,
1760s,1769,35,Frenais,Histoire d'Agathe de St. Bohaire,0,Googlebooks,0,77,rw,con,,nobodies,ind,,E,E2,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,36,Gautier de Montdorge,Nadir,histoire orientale… ,Googlebooks,0,27,mar,,,,,,3,,0,,,,,,,,livres,9,,,,,,,,
1760s,1769,37,Giraud,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,38,Gunning,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,39,Inayat-Allah,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,40,Johnston,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,41,Jullien,Le bon fils ou les memoires..,0,Googlebooks,0,73,rw,con,,nobodies,fict,mis,1,mem,0,,,,,,,,parties,4,,,,,,,,
1760s,1769,42,Klopstock,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,43,La Calprenède,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,44,Lacroix,Lettres d'un philosophe sensible,0,BNF Tolbiac,0,27,rw,con,,nobodies,fict,pref,E,E3,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,45,La Morlière,Le fatalisme ou collection d'anecdotes,0,Googlebooks,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,46,Lesbros de la Versane,Caractères des femmes,0,BNF Tolbiac,0,48,rw,con,,nobodies,fact,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,47,Marchand,Le véridique ou memoires de M. de Fillerville,histoire véritable par un menteur,Googlebooks,0,92,rw,con,,nobodies,fict,"sub, pref",1,mem,0,,,,,,,,chaps t,9,,,,,,,,
1760s,1769,48,Mercier,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,49,Nougaret,Ainsi va le monde,0,Googlebooks,0,16,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,N,N,N,scene speech,monologue,5,
1760s,1769,50,Rétif de la Bretonne,La fille naturelle,0,Googlebooks,0,34,rw,con,,nobodies,fact,pref,3,,i4,y,,,,,,,chaps seg o,38,N,N,N,N,action,,5,
1760s,1769,51,Rétif de la Bretonne,Lettres de Lord Austin de N**,0,BNF Arsenal,0,47,rw,con,,nobodies,fact based,pref,E,E1,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,52,Rétif de la Bretonne,Le pied de Fanchette,histoire intéressante et morale,Googlebooks,0,64,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,chaps t,49,N,N,Y,N,action,,"3,5",
1760s,1769,53,Rétif de la Bretonne,Le pornographe,0,Googlebooks,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,54,Rosoi,,0,,reprint,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,55,Rousselot de Surgy,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,56,Sabatier,Betsi ou les bisarreries du destin,0,Googlebooks,0,76,rw,con,,nobodies,fact ,pref,1,mem,0,,,,,,,,parties,3,,,,,,,,
1760s,1769,57,Sacy,Les amours de Sapho et de Phaon,0,Googlebooks,0,25,rw,his,myth,somebodies,,,3,,0,,,,,,,,livres,6,Y,N,Y,Y,action,,"4,1,3,5",
1760s,1769,58,Saint-Lambert,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,59,sapt,,0,BNF Tolbiac,conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,60,Savin,Adelaïde ou l'amour et le repentir,anecdote volée,NCCO,0,14,rw,con,,nobodies,fact,"sub, pref",3,,0,,,,,,,,0,,N,Y,Y,N,action,,"2,3,5",
1760s,1769,61,Schonaich,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,62,Sheridan,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,63,Siret,L'homme au latin ou la destinée des savants,histoire sans vraisemblance,Googlebooks,0,20,mar,,,,,,3,,0,,,,,,,,chaps d,17,,,,,,,,
1760s,1769,64,Sterne,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,64bis,Stevens,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,65,Tesson de la Guérie,Les amours de Lucile et de Doligny,0,Googlebooks,0,54,rw,con,,nobodies,fact,pref,E,E2,n/a,,,,,,,,n/a,,,,,,,,,
1760s,1769,66,Teubern,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,67,Teuton,Les deux orphelins,histoire anglaise,NCCO,0,40,rw,con,,nobodies,fact,pref,3,,0,,,,,,,,0,,N,N,Y,N,action,,"3,5",
1760s,1769,68,Thummel,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,69,Voltaire,,0,,collection,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,70,Wieland,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,71,Wieland,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760s,1769,72,Woodfin,,0,,translation,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770s,1777,1,An,Eulalie ou les dernières volontés de l'amour,anecdote récente publiée par madame de V*** qui en est l'héroïne,Googlebooks,0,33,rw,con,,nobodies,fact,"sub, pref",1,mem,0,,,,,,,,0,,,,,,,,,
